bin_id	Clone_0	Clone_1
bin_1496	10	1
bin_1497	10	1
bin_1498	10	1
bin_1499	10	1
bin_1500	10	1
bin_1501	10	1
bin_1502	10	1
bin_1503	10	1
bin_1504	10	1
bin_1505	10	1
bin_1506	10	1
bin_1507	10	1
bin_1508	10	1
bin_1509	10	1
bin_1510	10	1
bin_1511	10	1
bin_1512	10	1
bin_1513	10	1
bin_1514	10	1
bin_1515	10	1
bin_1516	10	1
bin_1517	10	1
bin_1518	10	1
bin_1519	10	1
bin_1520	10	1
bin_1521	10	1
bin_1522	10	1
bin_1523	10	1
bin_1524	10	1
bin_1525	10	1
bin_1526	10	1
bin_1527	10	1
bin_1528	10	1
bin_1529	10	1
bin_1530	10	1
bin_1531	10	1
bin_1532	10	1
bin_1533	10	1
bin_1534	10	1
bin_1535	10	1
bin_1536	10	1
bin_1537	10	1
bin_1538	10	1
bin_1539	10	1
bin_1540	10	1
bin_1541	10	1
bin_1542	10	1
bin_1543	10	1
bin_1544	10	1
bin_1545	10	1
bin_1546	10	1
bin_1547	10	1
bin_1548	10	1
bin_1549	10	1
bin_1550	10	1
bin_1551	10	1
bin_1552	10	1
bin_1553	10	1
bin_1554	10	1
bin_1555	10	1
bin_1556	10	1
bin_1557	10	1
bin_1558	10	1
bin_1559	10	1
bin_1560	10	1
bin_1561	10	1
bin_1562	10	1
bin_1563	10	1
bin_1564	10	1
bin_1565	10	1
bin_1566	10	1
bin_1567	10	1
bin_1568	10	1
bin_1569	10	1
bin_1570	10	1
bin_1571	10	1
bin_1572	10	1
bin_1573	10	1
bin_1574	10	1
bin_1575	10	1
bin_1576	10	1
bin_1577	10	1
bin_1578	10	1
bin_1579	10	1
bin_1580	10	1
bin_1581	10	1
bin_1582	10	1
bin_1583	10	1
bin_1584	10	1
bin_1585	10	1
bin_1586	10	1
bin_1587	10	1
bin_1588	10	1
bin_1589	10	1
bin_1590	10	1
bin_1591	10	1
bin_1592	10	1
bin_1593	10	1
bin_1594	10	1
bin_1595	10	1
bin_1596	10	1
bin_1597	10	1
bin_1598	10	1
bin_1599	10	1
bin_1600	10	1
bin_1601	10	1
bin_1602	10	1
bin_1603	10	1
bin_1604	10	1
bin_1605	10	1
bin_1606	10	1
bin_1607	10	1
bin_1608	10	1
bin_1609	10	1
bin_1610	10	1
bin_1611	10	1
bin_1612	10	1
bin_1613	10	1
bin_1614	10	1
bin_1615	10	1
bin_1616	10	1
bin_1617	10	1
bin_1618	10	1
bin_1619	10	1
bin_1620	10	1
bin_1621	10	1
bin_1622	10	1
bin_1623	10	1
bin_1624	10	1
bin_1625	10	1
bin_1626	10	1
bin_1627	10	1
bin_1628	10	1
bin_1629	10	1
bin_1630	10	1
bin_1631	10	1
bin_1632	10	1
bin_1633	10	1
bin_1634	10	1
bin_1635	10	1
bin_1636	10	1
bin_1637	10	1
bin_1638	10	1
bin_1639	10	1
bin_1640	10	1
bin_1641	10	1
bin_1642	10	1
bin_1643	10	1
bin_1644	10	1
bin_1645	10	1
bin_1646	10	1
bin_1647	10	1
bin_1648	10	1
bin_1649	10	1
bin_1650	10	1
bin_1651	10	1
bin_1652	10	1
bin_1653	10	1
bin_1654	10	1
bin_1655	10	1
bin_1656	10	1
bin_1657	10	1
bin_1658	10	1
bin_1659	10	1
bin_1660	10	1
bin_1661	10	1
bin_1662	10	1
bin_1663	10	1
bin_1664	10	1
bin_1665	10	1
bin_1666	10	1
bin_1667	10	1
bin_1668	10	1
bin_1669	10	1
bin_1670	10	1
bin_1671	10	1
bin_1672	10	1
bin_1673	10	1
bin_1674	10	1
bin_1675	10	1
bin_1676	10	1
bin_1677	10	1
bin_1678	10	1
bin_1679	10	1
bin_1680	10	1
bin_1681	10	1
bin_1682	10	1
bin_1683	10	1
bin_1684	10	1
bin_1685	10	1
bin_1686	10	1
bin_1687	10	1
bin_1688	10	1
bin_1689	10	1
bin_1690	10	1
bin_1691	10	1
bin_1692	10	1
bin_1693	10	1
bin_1694	10	1
bin_1695	10	1
bin_1696	10	1
bin_1697	10	1
bin_1698	10	1
bin_1699	10	1
bin_1700	10	1
bin_1701	10	1
bin_1702	10	1
bin_1703	10	1
bin_1704	10	1
bin_1705	10	1
bin_1706	10	1
bin_1707	10	1
bin_1708	10	1
bin_1709	10	1
bin_1710	10	1
bin_1711	10	1
bin_1712	10	1
bin_1713	10	1
bin_1714	10	1
bin_1715	10	1
bin_1716	10	1
bin_1717	10	1
bin_1718	10	1
bin_1719	10	1
bin_1720	10	1
bin_1721	10	1
bin_1722	10	1
bin_1723	10	1
bin_1724	10	1
bin_1725	10	1
bin_1726	10	1
bin_1727	10	1
bin_1728	10	1
bin_1729	10	1
bin_1730	10	1
bin_1731	10	1
bin_1732	10	1
bin_1733	10	1
bin_1734	10	1
bin_1735	10	1
bin_1736	10	1
bin_1737	10	1
bin_1738	10	1
bin_1739	10	1
bin_1740	10	1
bin_1741	10	1
bin_1742	10	1
bin_1743	10	1
bin_1744	10	1
bin_1745	10	1
bin_1746	10	1
bin_1747	10	1
bin_1748	10	1
bin_1749	10	1
bin_1750	10	1
bin_1751	10	1
bin_1752	10	1
bin_1753	10	1
bin_1754	10	1
bin_1755	10	1
bin_1756	10	1
bin_1757	10	1
bin_1758	10	1
bin_1759	10	1
bin_1760	10	1
bin_1761	10	1
bin_1762	10	1
bin_1763	10	1
bin_1764	10	1
bin_1765	10	1
bin_1766	10	1
bin_1767	10	1
bin_1768	10	1
bin_1769	10	1
bin_1770	10	1
bin_1771	10	1
bin_1772	10	1
bin_1773	10	1
bin_1774	10	1
bin_1775	10	1
bin_1776	10	1
bin_1777	10	1
bin_1778	10	1
bin_1779	10	1
bin_1780	10	1
bin_1781	10	1
bin_1782	10	1
bin_1783	10	1
bin_1784	10	1
bin_1785	10	1
bin_1786	10	1
bin_1787	10	1
bin_1788	10	1
bin_1789	10	1
bin_1790	10	1
bin_1791	10	1
bin_1792	10	1
bin_1793	10	1
bin_1794	10	1
bin_1795	10	1
bin_1796	10	1
bin_1797	10	1
bin_1798	10	1
bin_1799	10	1
bin_1800	10	1
bin_1801	10	1
bin_1802	10	1
bin_1803	10	1
bin_1804	10	1
bin_1805	10	1
bin_1806	10	1
bin_1807	10	1
bin_1808	10	1
bin_1809	10	1
bin_1810	10	1
bin_1811	10	1
bin_1812	10	1
bin_1813	10	1
bin_1814	10	1
bin_1815	10	1
bin_1816	10	1
bin_1817	10	1
bin_1818	10	1
bin_1819	10	1
bin_1820	10	1
bin_1821	10	1
bin_1822	10	1
bin_1823	10	1
bin_1824	10	1
bin_1825	10	1
bin_1826	10	1
bin_1827	10	1
bin_1828	10	1
bin_1829	10	1
bin_1830	10	1
bin_1831	10	1
bin_1832	10	1
bin_1833	10	1
bin_1834	10	1
bin_1835	10	1
bin_1836	10	1
bin_1837	10	1
bin_1838	10	1
bin_1839	10	1
bin_1840	10	1
bin_1841	10	1
bin_1842	10	1
bin_1843	10	1
bin_1844	10	1
bin_1845	10	1
bin_1846	10	1
bin_1847	10	1
bin_1848	10	1
bin_1849	10	1
bin_1850	10	1
bin_1851	10	1
bin_1852	10	1
bin_1853	10	1
bin_1854	10	1
bin_1855	10	1
bin_1856	10	1
bin_1857	10	1
bin_1858	10	1
bin_1859	10	1
bin_1860	10	1
bin_1861	10	1
bin_1862	10	1
bin_1863	10	1
bin_1864	10	1
bin_1865	10	1
bin_1866	10	1
bin_1867	10	1
bin_1868	10	1
bin_1869	10	1
bin_1870	10	1
bin_1871	10	1
bin_1872	10	1
bin_1873	10	1
bin_1874	10	1
bin_1875	10	1
bin_1876	10	1
bin_1877	10	1
bin_1878	10	1
bin_1879	10	1
bin_1880	10	1
bin_1881	10	1
bin_1882	10	1
bin_1883	10	1
bin_1884	10	1
bin_1885	10	1
bin_1886	10	1
bin_1887	10	1
bin_1888	10	1
bin_1889	10	1
bin_1890	10	1
bin_1891	10	1
bin_1892	10	1
bin_1893	10	1
bin_1894	10	1
bin_1895	10	1
bin_1896	10	1
bin_1897	10	1
bin_1898	10	1
bin_1899	10	1
bin_1900	10	1
bin_1901	10	1
bin_1902	10	1
bin_1903	10	1
bin_1904	10	1
bin_1905	10	1
bin_1906	10	1
bin_1907	10	1
bin_1908	10	1
bin_1909	10	1
bin_1910	10	1
bin_1911	10	1
bin_1912	10	1
bin_1913	10	1
bin_1914	10	1
bin_1915	10	1
bin_1916	10	1
bin_1917	10	1
bin_1918	10	1
bin_1919	10	1
bin_1920	10	1
bin_1921	10	1
bin_1922	10	1
bin_1923	10	1
bin_1924	10	1
bin_1925	10	1
bin_1926	10	1
bin_1927	10	1
bin_1928	10	1
bin_1929	10	1
bin_1930	10	1
bin_1931	10	1
bin_1932	10	1
bin_1933	10	1
bin_1934	10	1
bin_1935	10	1
bin_1936	10	1
bin_1937	10	1
bin_1938	10	1
bin_1939	10	1
bin_1940	10	1
bin_1941	10	1
bin_1942	10	1
bin_1943	10	1
bin_1944	10	1
bin_1945	10	1
bin_1946	10	1
bin_1947	10	1
bin_1948	10	1
bin_1949	10	1
bin_1950	10	1
bin_1951	10	1
bin_1952	10	1
bin_1953	10	1
bin_1954	10	1
bin_1955	10	1
bin_1956	10	1
bin_1957	10	1
bin_1958	10	1
bin_1959	10	1
bin_1960	10	1
bin_1961	10	1
bin_1962	10	1
bin_1963	10	1
bin_1964	10	1
bin_1965	10	1
bin_1966	10	1
bin_1967	10	1
bin_1968	10	1
bin_1969	10	1
bin_1970	10	1
bin_1971	10	1
bin_1972	10	1
bin_1973	10	1
bin_1974	10	1
bin_1975	10	1
bin_1976	10	1
bin_1977	10	1
bin_1978	10	1
bin_1979	10	1
bin_1980	10	1
bin_1981	10	1
bin_1982	10	1
bin_1983	10	1
bin_1984	10	1
bin_1985	10	1
bin_1986	10	1
bin_1987	10	1
bin_1988	10	1
bin_1989	10	1
bin_1990	10	1
bin_1991	10	1
bin_1992	10	1
bin_1993	10	1
bin_1994	10	1
bin_1995	10	1
bin_1996	10	1
bin_1997	10	1
bin_1998	10	1
bin_1999	10	1
bin_2000	10	1
bin_2001	10	1
bin_2002	10	1
bin_2003	10	1
bin_2004	10	1
bin_2005	10	1
bin_2006	10	1
bin_2007	10	1
bin_2008	10	1
bin_2009	10	1
bin_2010	10	1
bin_2011	10	1
bin_2012	10	1
bin_2013	10	1
bin_2014	10	1
bin_2015	10	1
bin_2016	10	1
bin_2017	10	1
bin_2018	10	1
bin_2019	10	1
bin_2020	10	1
bin_2021	10	1
bin_2022	10	1
bin_2023	10	1
bin_2024	10	1
bin_2025	10	1
bin_2026	10	1
bin_2027	10	1
bin_2028	10	1
bin_2029	10	1
bin_2030	10	1
bin_2031	10	1
bin_2032	10	1
bin_2033	10	1
bin_2034	10	1
bin_2035	10	1
bin_2036	10	1
bin_2037	10	1
bin_2038	10	1
bin_2039	10	1
bin_2040	10	1
bin_2041	10	1
bin_2042	10	1
bin_2043	10	1
bin_2044	10	1
bin_2045	10	1
bin_2046	10	1
bin_2047	10	1
bin_2048	10	1
bin_2049	10	1
bin_2050	10	1
bin_2051	10	1
bin_2052	10	1
bin_2053	10	1
bin_2054	10	1
bin_2055	10	1
bin_2056	10	1
bin_2057	10	1
bin_2058	10	1
bin_2059	10	1
bin_2060	10	1
bin_2061	10	1
bin_2062	10	1
bin_2063	10	1
bin_2064	10	1
bin_2065	10	1
bin_2066	10	1
bin_2067	10	1
bin_2068	10	1
bin_2069	10	1
bin_2070	10	1
bin_2071	10	1
bin_2072	10	1
bin_2073	10	1
bin_2074	10	1
bin_2075	10	1
bin_2076	10	1
bin_2077	10	1
bin_2078	10	1
bin_2079	10	1
bin_2080	10	1
bin_2081	10	1
bin_2082	10	1
bin_2083	10	1
bin_2084	10	1
bin_2085	10	1
bin_2086	10	1
bin_2087	10	1
bin_2088	10	1
bin_2089	10	1
bin_2090	10	1
bin_2091	10	1
bin_2092	10	1
bin_2093	10	1
bin_2094	10	1
bin_2095	10	1
bin_2096	10	1
bin_2097	10	1
bin_2098	10	1
bin_2099	10	1
bin_2100	10	1
bin_2101	10	1
bin_2102	10	1
bin_2103	10	1
bin_2104	10	1
bin_2105	10	1
bin_2106	10	1
bin_2107	10	1
bin_2108	10	1
bin_2109	10	1
bin_2110	10	1
bin_2111	10	1
bin_2112	10	1
bin_2113	10	1
bin_2114	10	1
bin_2115	10	1
bin_2116	10	1
bin_2117	10	1
bin_2118	10	1
bin_2119	10	1
bin_2120	10	1
bin_2121	10	1
bin_2122	10	1
bin_2123	10	1
bin_2124	10	1
bin_2125	10	1
bin_2126	10	1
bin_2127	10	1
bin_2128	10	1
bin_2129	10	1
bin_2130	10	1
bin_2131	10	1
bin_2132	10	1
bin_2133	10	1
bin_2134	10	1
bin_2135	10	1
bin_2136	10	1
bin_2137	10	1
bin_2138	10	1
bin_2139	10	1
bin_2140	10	1
bin_2141	10	1
bin_2142	10	1
bin_2143	10	1
bin_2144	10	1
bin_2145	10	1
bin_2146	10	1
bin_2147	10	1
bin_2148	10	1
bin_2149	10	1
bin_2150	10	1
bin_2151	10	1
bin_2152	10	1
bin_2153	10	1
bin_2154	10	1
bin_2155	10	1
bin_2156	10	1
bin_2157	10	1
bin_2158	10	1
bin_2159	10	1
bin_2160	10	1
bin_2161	10	1
bin_2162	10	1
bin_2163	10	1
bin_2164	10	1
bin_2165	10	1
bin_2166	10	1
bin_2167	10	1
bin_2168	10	1
bin_2169	10	1
bin_2170	10	1
bin_2171	10	1
bin_2172	10	1
bin_2173	10	1
bin_2174	10	1
bin_2175	10	1
bin_2176	10	1
bin_2177	10	1
bin_2178	10	1
bin_2179	10	1
bin_2180	10	1
bin_2181	10	1
bin_2182	10	1
bin_2183	10	1
bin_2184	10	1
bin_2185	10	1
bin_2186	10	1
bin_2187	10	1
bin_2188	10	1
bin_2189	10	1
bin_2190	10	1
bin_2191	10	1
bin_2192	10	1
bin_2193	10	1
bin_2194	10	1
bin_2195	10	1
bin_2196	10	1
bin_2197	10	1
bin_2198	10	1
bin_2199	10	1
bin_2200	10	1
bin_2201	10	1
bin_2202	10	1
bin_2203	10	1
bin_2204	10	1
bin_2205	10	1
bin_2206	10	1
bin_2207	10	1
bin_2208	10	1
bin_2209	10	1
bin_2210	10	1
bin_2211	10	1
bin_2212	10	1
bin_2213	10	1
bin_2214	10	1
bin_2215	10	1
bin_2216	10	1
bin_2217	10	1
bin_2218	10	1
bin_2219	10	1
bin_2220	10	1
bin_2221	10	1
bin_2222	10	1
bin_2223	10	1
bin_2224	10	1
bin_2225	10	1
bin_2226	10	1
bin_2227	10	1
bin_2228	10	1
bin_2229	10	1
bin_2230	10	1
bin_2231	10	1
bin_2232	10	1
bin_2233	10	1
bin_2234	10	1
bin_2235	10	1
bin_2236	10	1
bin_2237	10	1
bin_2238	10	1
bin_2239	10	1
bin_2240	10	1
bin_2241	10	1
bin_2242	10	1
bin_2243	10	1
bin_2244	10	1
bin_2245	10	1
bin_2246	10	1
bin_2247	10	1
bin_2248	10	1
bin_2249	10	1
bin_2250	10	1
bin_2251	10	1
bin_2252	10	1
bin_2253	10	1
bin_2254	10	1
bin_2255	10	1
bin_2256	10	1
bin_2257	10	1
bin_2258	10	1
bin_2259	10	1
bin_2260	10	1
bin_2261	10	1
bin_2262	10	1
bin_2263	10	1
bin_2264	10	1
bin_2265	10	1
bin_2266	10	1
bin_2267	10	1
bin_2268	10	1
bin_2269	10	1
bin_2270	10	1
bin_2271	10	1
bin_2272	10	1
bin_2273	10	1
bin_2274	10	1
bin_2275	10	1
bin_2276	10	1
bin_2277	10	1
bin_2278	10	1
bin_2279	10	1
bin_2280	10	1
bin_2281	10	1
bin_2282	10	1
bin_2283	10	1
bin_2284	10	1
bin_2285	10	1
bin_2286	10	1
bin_2287	10	1
bin_2288	10	1
bin_2289	10	1
bin_2290	10	1
bin_2291	10	1
bin_2292	10	1
bin_2293	10	1
bin_2294	10	1
bin_2295	10	1
bin_2296	10	1
bin_2297	10	1
bin_2298	10	1
bin_2299	10	1
bin_2300	10	1
bin_2301	10	1
bin_2302	10	1
bin_2303	10	1
bin_2304	10	1
bin_2305	10	1
bin_2306	10	1
bin_2307	10	1
bin_2308	10	1
bin_2309	10	1
bin_2310	10	1
bin_2311	10	1
bin_2312	10	1
bin_2313	10	1
bin_2314	10	1
bin_2315	10	1
bin_2316	10	1
bin_2317	10	1
bin_2318	10	1
bin_2319	10	1
bin_2320	10	1
bin_2321	10	1
bin_2322	10	1
bin_2323	10	1
bin_2324	10	1
bin_2325	10	1
bin_2326	10	1
bin_2327	10	1
bin_2328	10	1
bin_2329	10	1
bin_2330	10	1
bin_2331	10	1
bin_2332	10	1
bin_2333	10	1
bin_2334	10	1
bin_2335	10	1
bin_2336	10	1
bin_2337	10	1
bin_2338	10	1
bin_2339	10	1
bin_2340	10	1
bin_2341	10	1
bin_2342	10	1
bin_2343	10	1
bin_2344	10	1
bin_2345	10	1
bin_2346	10	1
bin_2347	10	1
bin_2348	10	1
bin_2349	10	1
bin_2350	10	1
bin_2351	10	1
bin_2352	10	1
bin_2353	10	1
bin_2354	10	1
bin_2355	10	1
bin_2356	10	1
bin_2357	10	1
bin_2358	10	1
bin_2359	10	1
bin_2360	10	1
bin_2361	10	1
bin_2362	10	1
bin_2363	10	1
bin_2364	10	1
bin_2365	10	1
bin_2366	10	1
bin_2367	10	1
bin_2368	10	1
bin_2369	10	1
bin_2370	10	1
bin_2371	10	1
bin_2372	10	1
bin_2373	10	1
bin_2374	10	1
bin_2375	10	1
bin_2376	10	1
bin_2377	10	1
bin_2378	10	1
bin_2379	10	1
bin_2380	10	1
bin_2381	10	1
bin_2382	10	1
bin_2383	10	1
bin_2384	10	1
bin_2385	10	1
bin_2386	10	1
bin_2387	10	1
bin_2388	10	1
bin_2389	10	1
bin_2390	10	1
bin_2391	10	1
bin_2392	10	1
bin_2393	10	1
bin_2394	10	1
bin_2395	10	1
bin_2396	10	1
bin_2397	10	1
bin_2398	10	1
bin_2399	10	1
bin_2400	10	1
bin_2401	10	1
bin_2402	10	1
bin_2403	10	1
bin_2404	10	1
bin_2405	10	1
bin_2406	10	1
bin_2407	10	1
bin_2408	10	1
bin_2409	10	1
bin_2410	10	1
bin_2411	10	1
bin_2412	10	1
bin_2413	10	1
bin_2414	10	1
bin_2415	10	1
bin_2416	10	1
bin_2417	10	1
bin_2418	10	1
bin_2419	10	1
bin_2420	10	1
bin_2421	10	1
bin_2422	10	1
bin_2423	10	1
bin_2424	10	1
bin_2425	10	1
bin_2426	10	1
bin_2427	10	1
bin_2428	10	1
bin_2429	10	1
bin_2430	10	1
bin_2431	10	1
bin_2432	10	1
bin_2433	10	1
bin_2434	10	1
bin_2435	10	1
bin_2436	10	1
bin_2437	10	1
bin_2438	10	1
bin_2439	10	1
bin_2440	10	1
bin_2441	10	1
bin_2442	10	1
bin_2443	10	1
bin_2444	10	1
bin_2445	10	1
bin_2446	10	1
bin_2447	10	1
bin_2448	10	1
bin_2449	10	1
bin_2450	10	1
bin_2451	10	1
bin_2452	10	1
bin_2453	10	1
bin_2454	10	1
bin_2455	10	1
bin_2456	10	1
bin_2457	10	1
bin_2458	10	1
bin_2459	10	1
bin_2460	10	1
bin_2461	10	1
bin_2462	10	1
bin_2463	10	1
bin_2464	10	1
bin_2465	10	1
bin_2466	10	1
bin_2467	10	1
bin_2468	10	1
bin_2469	10	1
bin_2470	10	1
bin_2471	10	1
bin_2472	10	1
bin_2473	10	1
bin_2474	10	1
bin_2475	10	1
bin_2476	10	1
bin_2477	10	1
bin_2478	10	1
bin_2479	10	1
bin_2480	10	1
bin_2481	10	1
bin_2482	10	1
bin_2483	10	1
bin_2484	10	1
bin_2485	10	1
bin_2486	10	1
bin_2487	10	1
bin_2488	10	1
bin_2489	10	1
bin_2490	10	1
bin_2491	10	1
bin_2492	10	1
bin_2493	10	1
bin_2494	10	1
bin_2495	10	1
bin_2496	10	1
bin_2497	10	1
bin_2498	10	1
bin_2499	10	1
bin_2500	1	10
bin_2501	1	10
bin_2502	1	10
bin_2503	1	10
bin_2504	1	10
bin_2505	1	10
bin_2506	1	10
bin_2507	1	10
bin_2508	1	10
bin_2509	1	10
bin_2510	1	10
bin_2511	1	10
bin_2512	1	10
bin_2513	1	10
bin_2514	1	10
bin_2515	1	10
bin_2516	1	10
bin_2517	1	10
bin_2518	1	10
bin_2519	1	10
bin_2520	1	10
bin_2521	1	10
bin_2522	1	10
bin_2523	1	10
bin_2524	1	10
bin_2525	1	10
bin_2526	1	10
bin_2527	1	10
bin_2528	1	10
bin_2529	1	10
bin_2530	1	10
bin_2531	1	10
bin_2532	1	10
bin_2533	1	10
bin_2534	1	10
bin_2535	1	10
bin_2536	1	10
bin_2537	1	10
bin_2538	1	10
bin_2539	1	10
bin_2540	1	10
bin_2541	1	10
bin_2542	1	10
bin_2543	1	10
bin_2544	1	10
bin_2545	1	10
bin_2546	1	10
bin_2547	1	10
bin_2548	1	10
bin_2549	1	10
bin_2550	1	10
bin_2551	1	10
bin_2552	1	10
bin_2553	1	10
bin_2554	1	10
bin_2555	1	10
bin_2556	1	10
bin_2557	1	10
bin_2558	1	10
bin_2559	1	10
bin_2560	1	10
bin_2561	1	10
bin_2562	1	10
bin_2563	1	10
bin_2564	1	10
bin_2565	1	10
bin_2566	1	10
bin_2567	1	10
bin_2568	1	10
bin_2569	1	10
bin_2570	1	10
bin_2571	1	10
bin_2572	1	10
bin_2573	1	10
bin_2574	1	10
bin_2575	1	10
bin_2576	1	10
bin_2577	1	10
bin_2578	1	10
bin_2579	1	10
bin_2580	1	10
bin_2581	1	10
bin_2582	1	10
bin_2583	1	10
bin_2584	1	10
bin_2585	1	10
bin_2586	1	10
bin_2587	1	10
bin_2588	1	10
bin_2589	1	10
bin_2590	1	10
bin_2591	1	10
bin_2592	1	10
bin_2593	1	10
bin_2594	1	10
bin_2595	1	10
bin_2596	1	10
bin_2597	1	10
bin_2598	1	10
bin_2599	1	10
bin_2600	1	10
bin_2601	1	10
bin_2602	1	10
bin_2603	1	10
bin_2604	1	10
bin_2605	1	10
bin_2606	1	10
bin_2607	1	10
bin_2608	1	10
bin_2609	1	10
bin_2610	1	10
bin_2611	1	10
bin_2612	1	10
bin_2613	1	10
bin_2614	1	10
bin_2615	1	10
bin_2616	1	10
bin_2617	1	10
bin_2618	1	10
bin_2619	1	10
bin_2620	1	10
bin_2621	1	10
bin_2622	1	10
bin_2623	1	10
bin_2624	1	10
bin_2625	1	10
bin_2626	1	10
bin_2627	1	10
bin_2628	1	10
bin_2629	1	10
bin_2630	1	10
bin_2631	1	10
bin_2632	1	10
bin_2633	1	10
bin_2634	1	10
bin_2635	1	10
bin_2636	1	10
bin_2637	1	10
bin_2638	1	10
bin_2639	1	10
bin_2640	1	10
bin_2641	1	10
bin_2642	1	10
bin_2643	1	10
bin_2644	1	10
bin_2645	1	10
bin_2646	1	10
bin_2647	1	10
bin_2648	1	10
bin_2649	1	10
bin_2650	1	10
bin_2651	1	10
bin_2652	1	10
bin_2653	1	10
bin_2654	1	10
bin_2655	1	10
bin_2656	1	10
bin_2657	1	10
bin_2658	1	10
bin_2659	1	10
bin_2660	1	10
bin_2661	1	10
bin_2662	1	10
bin_2663	1	10
bin_2664	1	10
bin_2665	1	10
bin_2666	1	10
bin_2667	1	10
bin_2668	1	10
bin_2669	1	10
bin_2670	1	10
bin_2671	1	10
bin_2672	1	10
bin_2673	1	10
bin_2674	1	10
bin_2675	1	10
bin_2676	1	10
bin_2677	1	10
bin_2678	1	10
bin_2679	1	10
bin_2680	1	10
bin_2681	1	10
bin_2682	1	10
bin_2683	1	10
bin_2684	1	10
bin_2685	1	10
bin_2686	1	10
bin_2687	1	10
bin_2688	1	10
bin_2689	1	10
bin_2690	1	10
bin_2691	1	10
bin_2692	1	10
bin_2693	1	10
bin_2694	1	10
bin_2695	1	10
bin_2696	1	10
bin_2697	1	10
bin_2698	1	10
bin_2699	1	10
bin_2700	1	10
bin_2701	1	10
bin_2702	1	10
bin_2703	1	10
bin_2704	1	10
bin_2705	1	10
bin_2706	1	10
bin_2707	1	10
bin_2708	1	10
bin_2709	1	10
bin_2710	1	10
bin_2711	1	10
bin_2712	1	10
bin_2713	1	10
bin_2714	1	10
bin_2715	1	10
bin_2716	1	10
bin_2717	1	10
bin_2718	1	10
bin_2719	1	10
bin_2720	1	10
bin_2721	1	10
bin_2722	1	10
bin_2723	1	10
bin_2724	1	10
bin_2725	1	10
bin_2726	1	10
bin_2727	1	10
bin_2728	1	10
bin_2729	1	10
bin_2730	1	10
bin_2731	1	10
bin_2732	1	10
bin_2733	1	10
bin_2734	1	10
bin_2735	1	10
bin_2736	1	10
bin_2737	1	10
bin_2738	1	10
bin_2739	1	10
bin_2740	1	10
bin_2741	1	10
bin_2742	1	10
bin_2743	1	10
bin_2744	1	10
bin_2745	1	10
bin_2746	1	10
bin_2747	1	10
bin_2748	1	10
bin_2749	1	10
bin_2750	1	10
bin_2751	1	10
bin_2752	1	10
bin_2753	1	10
bin_2754	1	10
bin_2755	1	10
bin_2756	1	10
bin_2757	1	10
bin_2758	1	10
bin_2759	1	10
bin_2760	1	10
bin_2761	1	10
bin_2762	1	10
bin_2763	1	10
bin_2764	1	10
bin_2765	1	10
bin_2766	1	10
bin_2767	1	10
bin_2768	1	10
bin_2769	1	10
bin_2770	1	10
bin_2771	1	10
bin_2772	1	10
bin_2773	1	10
bin_2774	1	10
bin_2775	1	10
bin_2776	1	10
bin_2777	1	10
bin_2778	1	10
bin_2779	1	10
bin_2780	1	10
bin_2781	1	10
bin_2782	1	10
bin_2783	1	10
bin_2784	1	10
bin_2785	1	10
bin_2786	1	10
bin_2787	1	10
bin_2788	1	10
bin_2789	1	10
bin_2790	1	10
bin_2791	1	10
bin_2792	1	10
bin_2793	1	10
bin_2794	1	10
bin_2795	1	10
bin_2796	1	10
bin_2797	1	10
bin_2798	1	10
bin_2799	1	10
bin_2800	1	10
bin_2801	1	10
bin_2802	1	10
bin_2803	1	10
bin_2804	1	10
bin_2805	1	10
bin_2806	1	10
bin_2807	1	10
bin_2808	1	10
bin_2809	1	10
bin_2810	1	10
bin_2811	1	10
bin_2812	1	10
bin_2813	1	10
bin_2814	1	10
bin_2815	1	10
bin_2816	1	10
bin_2817	1	10
bin_2818	1	10
bin_2819	1	10
bin_2820	1	10
bin_2821	1	10
bin_2822	1	10
bin_2823	1	10
bin_2824	1	10
bin_2825	1	10
bin_2826	1	10
bin_2827	1	10
bin_2828	1	10
bin_2829	1	10
bin_2830	1	10
bin_2831	1	10
bin_2832	1	10
bin_2833	1	10
bin_2834	1	10
bin_2835	1	10
bin_2836	1	10
bin_2837	1	10
bin_2838	1	10
bin_2839	1	10
bin_2840	1	10
bin_2841	1	10
bin_2842	1	10
bin_2843	1	10
bin_2844	1	10
bin_2845	1	10
bin_2846	1	10
bin_2847	1	10
bin_2848	1	10
bin_2849	1	10
bin_2850	1	10
bin_2851	1	10
bin_2852	1	10
bin_2853	1	10
bin_2854	1	10
bin_2855	1	10
bin_2856	1	10
bin_2857	1	10
bin_2858	1	10
bin_2859	1	10
bin_2860	1	10
bin_2861	1	10
bin_2862	1	10
bin_2863	1	10
bin_2864	1	10
bin_2865	1	10
bin_2866	1	10
bin_2867	1	10
bin_2868	1	10
bin_2869	1	10
bin_2870	1	10
bin_2871	1	10
bin_2872	1	10
bin_2873	1	10
bin_2874	1	10
bin_2875	1	10
bin_2876	1	10
bin_2877	1	10
bin_2878	1	10
bin_2879	1	10
bin_2880	1	10
bin_2881	1	10
bin_2882	1	10
bin_2883	1	10
bin_2884	1	10
bin_2885	1	10
bin_2886	1	10
bin_2887	1	10
bin_2888	1	10
bin_2889	1	10
bin_2890	1	10
bin_2891	1	10
bin_2892	1	10
bin_2893	1	10
